league,game,half,timestamp,type,anonymized,predicted_res_0
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,2357,,[PLAYER] ([TEAM]) trips an opposition player and [REFEREE] signals a foul. [TEAM] have a free kick.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,2332,corner,"[PLAYER] ([TEAM]) swings in a cross from the corner, but [PLAYER] reads it well and gathers the ball.","[PLAYER] ([TEAM]) swings in a dangerous cross from the resulting corner kick, but none of his teammates manage to outjump the defence."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,2296,corner,[PLAYER] ([TEAM]) takes the corner but it's cleared. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] have been awarded a corner kick.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,2263,,"[PLAYER] ([TEAM]) attempts to send over a cross in order to find one of his teammates, but an opposition defender averts the danger by intercepting the effort. The ball is out of play. [TEAM] win a corner kick.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball is behind the defence and it's a corner to [TEAM]."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,2232,,"[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defender.","[PLAYER] ([TEAM]) sends a cross into the box, but it's far too close to [PLAYER], who smothered the ball. The referee and one of his assistants both point at the corner flag. [TEAM] will have an opportunity to threaten the opposition's goal."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,2122,,The linesman raises his flag as one of the players from [TEAM] was in an offside position.,"[PLAYER] ([TEAM]) gets on the ball and beats an opponent, but his run is stopped by the referee [REFEREE] who sees an offensive foul."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,2043,,[PLAYER] ([TEAM]) takes a short free kick.,"[PLAYER] ([TEAM]) whips the ball into the box from the resulting free kick, but it's cleared."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,2026,,[REFEREE] has a clear sight and sees a foul from [PLAYER] ([TEAM]). [TEAM] win a free kick and will be able to apply some pressure on the opposition goal.,"[PLAYER] ([TEAM]) makes a slide tackle, but referee [REFEREE] blows for a foul. [TEAM] are awarded a free kick. Let's see what they create from this."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1937,soccer-ball,"[PLAYER] ([TEAM]) receives a killer pass, finds himself one-on-one with the goalkeeper and coolly sends the ball into the back of the net.","Goal! [PLAYER] ([TEAM]) finds himself some space inside the box to get on the end of a pass from [PLAYER], then sends the ball into the back of the net. He makes it 0:2."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1894,,"[PLAYER] ([TEAM]) changes the direction of the ball using his hand, but he is angry when the referee gives a foul against him.",[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1835,,The free kick into the penalty area from [PLAYER] ([TEAM]) is cleared.,"[PLAYER] ([TEAM]) swings in the corner, but one of the defenders is first to react and heads the ball away."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1793,,[PLAYER] ([TEAM]) tackles a bit over-zealously and [REFEREE] blows for a foul. [TEAM] will take a free kick.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1685,,"Corner kick falls to [PLAYER] ([TEAM]), who shows his quick reaction with a snap shot. The ball, however, goes well over the bar.","[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but in the end it's not so good for [TEAM] as the opposition's defence reacts and deals with the threat. The ball goes out of play. [TEAM] are awarded a corner kick."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1683,corner,Corner kick. [PLAYER] ([TEAM]) is ready to send the ball into the box.,[PLAYER] ([TEAM]) looks like he will be the one to take the corner kick.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1665,corner,"[PLAYER] ([TEAM]) sends in the corner, but fails to find the head of any of his teammates, allowing the defence to clear. The ball goes out of play. [TEAM] are awarded a corner kick.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1656,,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball is out of play. A goal-scoring opportunity from a corner for [TEAM].,[PLAYER] ([TEAM]) works the corner short instead of sending the ball into the penalty area.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1633,,"[PLAYER] ([TEAM]) lashes in a mid-range free kick and his effort crashes against the left post. That was an excellent shot, but unfortunately for him it didn't end up in the back of the net.","[PLAYER] ([TEAM]) whips the ball into the box from the free kick, but it's cleared."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1573,y-card,This yellow card was deserved. The tackle by [PLAYER] ([TEAM]) was quite harsh and [REFEREE] didn't hesitate to show him a yellow card.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1523,,"[PLAYER] ([TEAM]) gets on the end of a pass and takes a shot from the edge of the box, but it's blocked by one of the defending players.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1445,,"[PLAYER] ([TEAM]) sends a long ball forward to [PLAYER], but he put too much power and the chance is gone. The ball goes out of play and [TEAM] will have a goal kick.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end. The ball is off of the pitch and it's a goal kick for [TEAM]."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1321,,"[PLAYER] ([TEAM]) picks out [PLAYER] with a fine lofted pass, but the latter wasn't able to create some space to get into shooting range.",The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1151,,"[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,1095,,CHANCE! [PLAYER] ([TEAM]) connects with a cross but he cannot direct his shot on target.,"[PLAYER] ([TEAM]) receives a precise low pass inside the box, but his shot goes just wide of the right post."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,984,,"[PLAYER] ([TEAM]) sends a teasing cross into the area, but [PLAYER] intercepts the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but it's too short for any of his teammates. The ball is off of the pitch and it's a goal kick for [TEAM]."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,945,,[PLAYER] ([TEAM]) decides to speed play up by quickly sending the free kick into the box.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,927,,[PLAYER] ([TEAM]) was too forceful with his tackle and [REFEREE] interrupted the game to signal a free kick. A free kick is awarded to [TEAM].,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,852,,[TEAM] seem to be finding their feet as they enjoy some possession. They are waiting for the right moment to create new attacking opportunities.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,750,corner,"[PLAYER] ([TEAM]) lifts the ball into the box from the corner, but one of the defending players gets there first to head it clear.","[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,696,,[PLAYER] ([TEAM]) fails to send a pass into the box as his effort is cut out. The ball goes out for a corner. [TEAM] can continue in their attacking effort.,[PLAYER] ([TEAM]) takes the corner which is cleared by the defence. The ball is out of play. [TEAM] win a corner kick.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,688,,"[PLAYER] ([TEAM]) produces a quality cross into the box, but the opposition's defence intercepts the ball and spanks it away. The ball is behind the touchline and [TEAM] will take a throw-in.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2913,y-card,[PLAYER] ([TEAM]) infringed the rules and goes into the book. [REFEREE] pulls out a yellow card.,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for a tough tackle.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2885,substitution,[COACH] prepares a substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] trots off the pitch and is replaced by [PLAYER] ([TEAM]).
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2875,substitution,We are about to witness a substitution. [PLAYER] ([TEAM]) is replacing [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2832,,Flag goes up against [PLAYER] ([TEAM]) and the referee blows his whistle for offside.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2814,corner,"The resulting corner, taken by [PLAYER] ([TEAM]), comes to nothing.","[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2778,,"[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender. The referee blows his whistle, [TEAM] are awarded a corner kick.","[PLAYER] ([TEAM]) sends a cross into the penalty area. Unfortunately for him, the opposition's defence deals with his cross composure. The referee and his assistant both point at the corner flag. [TEAM] will have an opportunity to threaten the opposition's goal."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2658,,[PLAYER] ([TEAM]) latches on to a precise defence-splitting pass and fires a nice strike from a promising distance towards the middle of the goal. [PLAYER] has a clear sight of it and makes a comfortable save.,[TEAM] enjoy a period of possession as they are exchanging some passes and waiting for an opportunity to strike.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2564,substitution,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2388,y-card,What was [PLAYER] ([TEAM]) thinking? He will not get away with that. The referee shows him a yellow card.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2344,,"[PLAYER] ([TEAM]) timed his run perfectly to connect with the resulting corner kick, but his finish from around the penalty spot was rather poor as it went way over the bar.",[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he's going to send the ball into the penalty box.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2343,corner,[PLAYER] ([TEAM]) is about to take a corner kick.,[PLAYER] ([TEAM]) connects with the corner but fails to direct his header into the back of the net. The ball goes well wide of the right post.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2320,,"[PLAYER] ([TEAM]) sends a pass into the box, but his attempt is thwarted and cleared. The referee points to the corner flag and [TEAM] will take a corner.","[PLAYER] ([TEAM]) tries his luck from long range, but he fails to produce a decent strike as it goes well wide of the right post. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2231,substitution,"Substitution. [PLAYER] ([TEAM]) in, [PLAYER] out.",[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2080,,Excellent touch by [PLAYER] ([TEAM])! He latches on to a precise pass on the edge of the box and produces a shot goalwards which goes way wide of the left post. The ball goes out of play and [TEAM] will have a goal kick.,"[PLAYER] ([TEAM]) tries to find the head of one of his teammates with a cross, but it's too high and it goes out of play."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,2043,,[PLAYER] ([TEAM]) gets on the end of a pass on the edge of the box but his shot is blocked.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball and avert the danger."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1922,,[PLAYER] ([TEAM]) will take the free kick.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1898,y-card,A yellow-coloured card is received by [PLAYER] ([TEAM]).,This yellow card was deserved. The tackle by [PLAYER] ([TEAM]) was quite harsh and [REFEREE] didn't hesitate to show him a yellow card.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1850,,The referee and the linesman both signal a throw-in for [TEAM].,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area, but the opposition's defence manages to clear their lines."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1676,corner,"[PLAYER] ([TEAM]) lifts the ball into the box from the corner, but one of the defending players gets there first to head it clear.",The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1646,,"[PLAYER] ([TEAM]) tries to send a low pass into the box, but it's blocked and cleared. The referee points to the corner flag. It's a corner to [TEAM].",[PLAYER] ([TEAM]) will take the responsibility and go for goal from the resulting free kick.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1578,soccer-ball,Gooal! [PLAYER] ([TEAM]) scores with a shot from inside the box after latching onto a headed pass from [PLAYER]. He makes it 1:1.,"Goal! [PLAYER] plays a pass to the feet of [PLAYER] ([TEAM]), who shoots straight into the bottom left corner from inside the box. The score is 0:2."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1486,,[PLAYER] ([TEAM]) is caught offside!,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1420,substitution,Substitution. [PLAYER] will be replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1324,,The ball is behind the sideline. [PLAYER] ([TEAM]) takes a throw-in.,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1149,corner,The corner kick from [PLAYER] ([TEAM]) is headed out of the penalty area by one of the defenders.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. The ball goes out of play. A goal-scoring opportunity from a corner for [TEAM]."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1129,,"What a great chance for [PLAYER] ([TEAM]). He times his jump superbly when he leaps high to meet a precise cross from the corner, directing his towering header inside the left post, but the goalkeeper denies him with a miraculous save. [TEAM] have been awarded a corner kick.",[PLAYER] ([TEAM]) looks like he will be the one to take the corner kick.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1128,corner,[PLAYER] ([TEAM]) will take a corner kick.,[PLAYER] ([TEAM]) steps up to the penalty spot after [PLAYER] ([TEAM]) points out to the referee that one of the defenders handled the ball.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1105,,"[PLAYER] ([TEAM]) stands over the free kick and opts to take it himself, sending it towards the top of net only for [PLAYER] to dive and make a save. The ball is out of play. [TEAM] win a corner kick.",[PLAYER] ([TEAM]) stands over the free kick from around 20 metres out and his shot flies just over the crossbar. The ball goes out of play and [TEAM] will have a goal kick.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1042,y-card,[PLAYER] ([TEAM]) commits a foul and is shown a yellow card without any hesitation from the referee.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make. [TEAM] manage to earn a free kick which could lead to a goal-scoring opportunity.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,992,,"[PLAYER] ([TEAM]) takes a shot after receiving a good pass, but his effort from the edge of the box goes just over the crossbar.","[PLAYER] ([TEAM]) receives a precise pass and finds himself in a good position to shoot from the edge of the penalty area, but he fails to hit the target as his effort goes well wide of the left post."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,878,,"[PLAYER] ([TEAM]) sends a teasing cross into the area, but [PLAYER] intercepts the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence deals with this threat as it comes in. The ball is behind the touchline, so [TEAM] will have a goal kick."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,806,,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,614,,"The assistant referee raises his flag and the referee blows his whistle. [PLAYER] ([TEAM]) puts the ball into the net, but he is flagged for offside.","[PLAYER] ([TEAM]) sends a lovely cross into the box, but [PLAYER] comes out of his goal to gather the ball."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,599,,[PLAYER] ([TEAM]) is going to send the ball in from the free kick.,"[PLAYER] ([TEAM]) whips the ball into the penalty area, but it's cleared."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,582,,A player from [TEAM] brings down an opponent and commits a foul.,[PLAYER] ([TEAM]) makes a rough challenge and [REFEREE] blows his whistle for a foul.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,531,corner,[PLAYER] ([TEAM]) launches an inaccurate corner kick into the penalty area.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,491,,"[PLAYER] ([TEAM]) meets a pass on the edge of the penalty area and shoots towards the bottom right corner. He didn't put enough power into the effort, though, and [PLAYER] pulls off an easy save. The referee signals a corner kick to [TEAM].",[PLAYER] ([TEAM]) tries his luck with a shot from the edge of the box. It's a poor attempt as the ball goes well wide of the left post! The ball is out of play. [TEAM] will have a chance to score from a corner kick.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,430,,[PLAYER] ([TEAM]) sees his header crash off the crossbar after meeting a corner kick inside the six-yard box. The goalkeeper would have been helpless.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,426,corner,Corner kick. [PLAYER] ([TEAM]) is ready to send the ball into the box.,[PLAYER] ([TEAM]) looks like he will be the one to try and deliver a quality ball into the penalty box from the corner kick.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,429,,[PLAYER] ([TEAM]) fails to deliver a decent cross from a long-range free kick. The opposition's defence intercepts the effort. The ball goes out for a corner. [TEAM] can continue in their attacking effort.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,337,y-card,[PLAYER] ([TEAM]) has to be very careful for the rest of the match after receiving a yellow card from the referee for a bad tackle on an opponent.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,303,,"What a poor attempt! [PLAYER] ([TEAM]) drives another shot towards goal - this time from further out, but it couldn't have been worse if he had shot blindfolded. The ball goes yards wide of the left post.","[PLAYER] ([TEAM]) tries to create a chance, but he wastes the opportunity as his shot from the edge of the box goes well wide of the left post."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,202,,[PLAYER] ([TEAM]) seems to be alright and is okay to carry on.,"[PLAYER] ([TEAM]) tries his luck with a long-range shot from the edge of the box, but he fails to test the goalkeeper as he sends the ball well wide of the left post. The ball is off of the pitch and it's a goal kick for [TEAM]."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,191,,[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance in the box as an opposition defender makes a good tackle. [TEAM] force a corner. They send men into the box."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,128,injury,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.,[PLAYER] ([TEAM]) is having a really tough time right now. We are about to find out how serious his injury is.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,73,,[PLAYER] ([TEAM]) wastes a big chance! He unleashes a shot from the edge of the box and it goes narrowly over the crossbar.,[PLAYER] ([TEAM]) receives a pass and decides to strike from long range. His poor effort sails high over the bar. The ball is off of the pitch and it's a goal kick for [TEAM].
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1,whistle,The half-time break is over and the second half is about to start.,The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,2735,y-card,[PLAYER] ([TEAM]) is literally asking for a yellow card with his behaviour. The referee agrees and books him.,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for a tough tackle.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,2567,soccer-ball,Goal! [PLAYER] ([TEAM]) slams home the penalty with a precise low shot into the bottom left corner.,[PLAYER] ([TEAM]) makes no mistake from the penalty spot after waiting for [PLAYER] to move before slotting the ball low into the middle of the goal!
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,2565,,[PLAYER] ([TEAM]) is heading towards the penalty spot to take it.,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,2514,penalty,[PLAYER] ([TEAM]) brings his opponent down. [REFEREE] has a clear sight of it and blows his whistle for a foul. [TEAM] are awarded a penalty kick!,[REFEREE] blows his whistle and it's [PLAYER] ([TEAM]) who is penalised for an offside position.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,2485,,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender.,"[PLAYER] ([TEAM]) tries to find the head of a teammate in the box, but the ball is cleared."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,2399,,[PLAYER] ([TEAM]) starts his run too early and the referee blows for offside.,"[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,2282,,The ball is out of play. [TEAM] will have a throw-in.,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately, the opposition's defence deals with his cross comfortably and it's a goal kick."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,2102,,[PLAYER] ([TEAM]) takes a direct free kick.,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's blocked by one of the defending players. The ball goes out of play and [TEAM] will have a goal kick.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,2035,,[PLAYER] ([TEAM]) makes a strong challenge and [REFEREE] blows for a foul.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had an easy decision to make. [REFEREE] blows for a foul. [TEAM] have a free kick from the edge of the box.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1942,,[PLAYER] ([TEAM]) takes the ball and sets it for the free kick.,[PLAYER] ([TEAM]) is penalised for a foul. [TEAM] have a free kick.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1915,y-card,"[PLAYER] ([TEAM]) is shown a yellow card by the referee for making a challenge on his opponent, but he looks angry with the decision.","[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1727,,"[PLAYER] ([TEAM]) unleashed a monstrous piledriver. He controlled a pass, glanced up at goal and shot from the edge of the box. It could have been a difficult one for the keeper, but the ball fortunately hit one of the defenders and ball bounced away.",[PLAYER] ([TEAM]) quickly takes the free kick with a short pass.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1730,,[PLAYER] ([TEAM]) will take the free kick.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] saw the whole thing and blows his whistle.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1710,y-card,[PLAYER] ([TEAM]) is cautioned by the referee for a foul that he committed a little earlier.,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for a previous late challenge.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1629,substitution,"[COACH] is forced to make a change. [PLAYER] is unable to continue due to injury, [PLAYER] ([TEAM]) comes on.","[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER]."
